,Domain,Have IP,Have @,URL Length,URL Depth,Redirection,https Domain,TinyURL,Prefix/Suffix,Have client,Have admin,Have login,Have server,.php,.html,.info,.txt,.js,.exe,Num of periods,Is encoded,Num of encoded char,Num of parameters,Num of digits,Num of spec char,iFrame,Mouse Over,Right Click,Web Forwards,Number of page tokens,number of sentences,number of html tags,number of whitespace,url Is Live,HTML Length,Num Objects,Num Embeds,Num Images,Num Links,Num Titles,Num Script,Special Characters,Script To Special Chars Ratio,Script To body Ratio,Body To Special Char Ratio,Label
10831,larvalab.to,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,10750,2930,1348,0,1,74007,0,0,465,524,14,64865,16202,4.003518084187137,0.8764711446214547,0.2189252368019241,1
10832,c.curiousmorty.be,0,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,38,2,1,0,0,1,355,271,17,0,1,11392,0,0,0,0,0,11181,3790,2.950131926121372,0.9814782303370788,0.332689606741573,1
10833,c.loveawaits.be,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,11,0,1,0,0,1,2746,639,193,0,1,25073,0,0,7,3,35,12948,7772,1.6659804426145135,0.516412076735931,0.3099748733697603,1
10834,boxes.com.py,0,0,1,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,1,0,0,0,8360,9143,328,0,1,192447,0,0,5,61,6,47576,47469,1.002254102677537,0.2472161166451023,0.2466601194094997,1
10835,btconnectfilesecurebthomelogindropboxinupdatetdropboxpdf-logss.yolasite.com,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,1,1,0,0,1,91,7,15,0,0,729,0,0,0,0,1,290,175,1.6571428571428573,0.3978052126200274,0.2400548696844993,1
10836,btconnectfilesecurebthomelogindropboxlinkupdatetdropboxpdf-logs.yolasite.com,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,1,1,0,0,1,91,8,15,0,0,729,0,0,0,0,1,290,178,1.6292134831460674,0.3978052126200274,0.2441700960219478,1
10837,btconnectfilesecurebthomesloginpdropboxupdatepdf-logsssss-websi.yolasite.com,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,2,1,0,0,1,91,7,15,0,0,729,0,0,0,0,1,290,174,1.6666666666666667,0.3978052126200274,0.2386831275720164,1
10838,btconnectfilesecurebthomeloginpdropboxupdatepdf-logsssss-websit.yolasite.com,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,2,1,0,0,1,91,7,15,0,0,729,0,0,0,0,1,290,180,1.6111111111111112,0.3978052126200274,0.2469135802469135,1
10839,aldana.in,0,0,0,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,78,74,17,0,1,1759,0,0,0,1,0,1588,578,2.7474048442906573,0.9027856736782264,0.328595793064241,1
10840,aldana.in,0,0,0,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,78,74,17,0,1,1759,0,0,0,1,0,1588,578,2.7474048442906573,0.9027856736782264,0.328595793064241,1
10841,bit.ly,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,1,0,0,1,646,82,36,0,1,4532,0,0,2,2,2,1743,1298,1.3428351309707245,0.3845984112974404,0.2864077669902912,1
10842,docs.google.com,0,0,1,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,6,3,1,0,0,1,3567,692,438,0,1,28800,0,0,2,6,0,17706,7412,2.38882892606584,0.6147916666666666,0.2573611111111111,1
10843,accounts.google.com,0,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,6,0,0,3,9,9,1,0,0,1,1869,3121,69,0,1,86289,0,0,1,3,1,69362,29506,2.350776113332881,0.8038336288518815,0.3419439325985931,1
10844,sopac.org.py,0,0,1,4,0,1,0,0,0,0,1,0,1,0,0,0,0,0,3,0,0,1,18,1,1,0,0,1,439,48,141,0,1,1161,0,0,2,1,8,4,176,0.0227272727272727,0.0034453057708871,0.1515934539190353,1
10845,share-eu1.hsforms.com,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,5,2,1,0,0,1,636,191,21,0,1,6947,0,0,0,1,0,5963,2150,2.7734883720930235,0.8583561249460199,0.3094861091118468,1
10846,lg-onecom-io.web.app,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,1,0,0,1,140,33,9,0,1,200471,0,0,0,0,0,200159,437,458.0297482837528,0.998443665168528,0.0021798664145936,1
10847,tellmeliu.github.io,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,1,702,53,126,0,1,2597,0,0,6,0,8,0,484,0.0,0.0,0.1863688871775125,1
10848,nour-ala-nour.com,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,1,0,0,1,976,187,72,0,1,4994,0,0,3,6,0,3451,2023,1.7058823529411764,0.6910292350820986,0.4050861033239888,1
10849,nour-ala-nour.com,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,1,0,0,1,976,187,72,0,1,4994,0,0,3,6,0,3451,2023,1.7058823529411764,0.6910292350820986,0.4050861033239888,1
10850,postalfees-uk.com,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,366,32,49,0,1,1177,0,0,0,1,4,213,246,0.8658536585365854,0.1809685641461342,0.2090059473237043,1
10851,victorarath99.github.io,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,1,0,0,1,733,54,138,0,1,2649,0,0,6,0,8,0,514,0.0,0.0,0.1940354850887127,1
10852,victorarath99.github.io,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,1,0,0,1,733,54,138,0,1,2649,0,0,6,0,8,0,514,0.0,0.0,0.1940354850887127,1
10853,clouddoc-authorize.firebaseapp.com,0,0,1,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,1,1,0,0,1,55,39,23,0,1,124,0,0,0,0,0,2,23,0.0869565217391304,0.0161290322580645,0.1854838709677419,1
10854,akanksha3012.github.io,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,4,0,1,0,0,1,830,79,156,0,1,2965,0,0,8,0,14,0,578,0.0,0.0,0.1949409780775716,1
10855,auth-webmailakeonetcom.yolasite.com,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,1,0,0,1,91,8,15,0,0,729,0,0,0,0,1,290,178,1.6292134831460674,0.3978052126200274,0.2441700960219478,1
10856,im-creator.com,0,0,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,5,3,1,0,0,1,8717,3523,214,0,1,112308,0,0,9,3,5,4703,29189,0.1611223406077632,0.0418759126687324,0.2599013427360473,1
10857,mestertignseekjet6.blogspot.com,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,1,0,0,1,4600,1435,108,0,1,57257,0,0,0,7,4,7096,14389,0.4931544930154979,0.1239324449412298,0.2513055172293344,1
10858,mestertignseekjet5.blogspot.com,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,1,0,0,1,4600,1435,108,0,1,57257,0,0,0,7,4,7096,14391,0.4930859565005906,0.1239324449412298,0.2513404474562062,1
10859,mestertignseekjet4.blogspot.com,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,1,0,0,1,4600,1435,108,0,1,57257,0,0,0,7,4,7096,14389,0.4931544930154979,0.1239324449412298,0.2513055172293344,1
10860,docs.google.com,0,0,1,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,8,1,1,0,0,1,3326,687,507,0,1,27590,0,0,1,6,0,16992,7177,2.3675630486275603,0.6158753171438928,0.2601304820587169,1
10861,pdf-sharefile-doc.weeblysite.com,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,1,0,0,1,563,184,47,0,1,19574,0,0,0,0,0,19580,5133,3.814533411260472,1.0003065290691735,0.2622356186778379,1
10862,admin-formserviceupdates.weeblysite.com,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,1,1,0,0,1,597,188,47,0,1,21015,0,0,0,0,0,21021,5543,3.7923507126105,1.00028551034975,0.2637639781108732,1
10863,tradeswarehouse.com,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,2,0,1,0,0,1,3083,790,554,0,0,20109,0,0,3,65,15,5796,5163,1.1226031377106334,0.2882291511263613,0.2567507086379233,1
10865,mjayme9jdg9izxiymjnyza.filesusr.com,0,0,1,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0,28,1,1,0,0,1,5228,991,208,0,1,42933,0,0,2,10,3,1362,11815,0.1152771900126957,0.0317238487876458,0.2751962359956211,1
10866,mjaymuf1z3vzdde4mtf0aa.filesusr.com,0,0,1,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0,30,1,1,0,0,1,5228,991,208,0,1,42933,0,0,2,10,3,1362,11815,0.1152771900126957,0.0317238487876458,0.2751962359956211,1
10867,maxis-winner-2020.webs.com,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,4,2,1,0,0,1,366,31,49,0,1,1177,0,0,0,1,4,213,246,0.8658536585365854,0.1809685641461342,0.2090059473237043,1
10868,everestmotors.com.np,0,0,1,4,0,1,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0,1,0,0,1,2798,766,129,0,1,40897,0,0,1,5,2,22426,10654,2.104937112821476,0.5483531799398489,0.2605081057290266,1
10869,newrydramafestival.co.uk,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,1,0,0,1,1024,540,165,0,0,5735,0,0,1,41,2,4376,1609,2.719701678060908,0.7630340017436792,0.2805579773321708,1
10871,tradeswarehouse.com,0,0,1,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,1,85,0,1,0,0,1,3083,790,554,0,0,20109,0,0,3,65,15,5796,5163,1.1226031377106334,0.2882291511263613,0.2567507086379233,1
10872,wkazisan.github.io,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,2,1,0,0,1,171,12,52,0,1,186,0,0,3,6,0,0,37,0.0,0.0,0.1989247311827957,1
10873,mjayme9jdg9izxiymjnyza.filesusr.com,0,0,1,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,1,41,5,1,0,0,1,5228,991,208,0,1,42933,0,0,2,10,3,1362,11815,0.1152771900126957,0.0317238487876458,0.2751962359956211,1
10874,docs.google.com,0,0,1,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,4,3,1,0,0,1,4365,719,618,0,1,30272,0,0,1,6,0,18993,7836,2.423813169984686,0.6274114693446089,0.258853065539112,1
10875,docs.google.com,0,0,1,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,4,5,1,0,0,1,4365,719,618,0,1,30292,0,0,1,6,0,19013,7840,2.425127551020408,0.6276574673181038,0.2588142083718474,1
10876,smkkesehatanjember.sch.id,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,39,3,1,0,0,1,108,7,14,0,0,259,0,0,0,1,2,0,49,0.0,0.0,0.1891891891891892,1
10877,docs.google.com,0,0,1,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,7,0,1,0,0,1,4068,703,498,0,1,30331,0,0,1,6,0,19114,7901,2.4191874446272625,0.6301803435429099,0.2604925653621707,1
10878,mjaymuf1z3vzdde4mtf0aa.filesusr.com,0,0,1,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,1,33,4,1,0,0,1,5228,991,208,0,1,42933,0,0,2,10,3,1362,11815,0.1152771900126957,0.0317238487876458,0.2751962359956211,1
10879,dpd-redelivery-uk.com,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,1,0,0,1,366,31,49,0,1,1177,0,0,0,1,4,213,246,0.8658536585365854,0.1809685641461342,0.2090059473237043,1
10881,larvalab.to,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,11,3,3,0,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1
10882,secure-runescape.xgm.rnp.mybluehost.me,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,1,1,0,0,1,22,3,6,0,0,164,0,0,0,0,1,0,28,0.0,0.0,0.1707317073170731,1
10883,secure-runescape.xgm.rnp.mybluehost.me,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,1,1,0,0,1,22,3,6,0,0,164,0,0,0,0,1,0,28,0.0,0.0,0.1707317073170731,1
10884,secure-runescape.xgm.rnp.mybluehost.me,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,1,1,0,0,1,22,3,6,0,0,164,0,0,0,0,1,0,28,0.0,0.0,0.1707317073170731,1
10885,dev-www.orlenpaczka.ce5.pl,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,1,1,0,0,1,2032,422,353,0,1,14651,0,0,9,50,5,3908,3714,1.05223478729133,0.2667394717084158,0.2534980547402907,1
10886,dev-nadaj.orlenpaczka.ce5.pl,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,1,1,0,0,1,1648,277,241,0,1,10246,0,0,3,39,5,7816,2522,3.099127676447264,0.7628342767909428,0.2461448370095647,1
10887,tellmeliu.github.io,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,1,702,53,126,0,1,2597,0,0,6,0,8,0,484,0.0,0.0,0.1863688871775125,1
10888,bizlinktek.com,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,284,14,97,0,1,333,0,0,2,9,0,211,107,1.97196261682243,0.6336336336336337,0.3213213213213213,1
10889,docs.google.com,0,0,1,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,8,7,1,0,0,1,1867,3121,69,0,1,86282,0,0,1,3,1,69362,29506,2.350776113332881,0.8038988433276929,0.3419716742773696,1
10890,sites.google.com,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,1,0,0,1,2276,922,196,0,1,26979,0,0,1,1,0,6255,7035,0.8891257995735607,0.2318469921049705,0.2607583676192594,1
10891,arafathrumman.github.io,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,3,1,0,0,1,636,57,217,0,1,1766,0,0,1,5,5,568,420,1.3523809523809525,0.3216308040770101,0.2378255945639864,1
10892,arafathrumman.github.io,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,3,1,0,0,1,636,57,217,0,1,1766,0,0,1,5,5,568,420,1.3523809523809525,0.3216308040770101,0.2378255945639864,1
10893,bhavin0077.github.io,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,4,0,1,0,0,1,493,37,165,0,1,1165,0,0,5,22,1,0,230,0.0,0.0,0.1974248927038626,1
10894,sites.google.com,0,0,0,3,0,1,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,1,1869,3121,69,0,1,86289,0,0,1,3,1,69362,29506,2.350776113332881,0.8038336288518815,0.3419439325985931,1
10895,widadkamillah.github.io,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,1,0,0,1,153,12,67,0,1,237,0,0,3,15,0,1,37,0.027027027027027,0.0042194092827004,0.1561181434599156,1
10896,akanksha3012.github.io,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,4,0,1,0,0,1,830,79,156,0,1,2965,0,0,8,0,14,0,578,0.0,0.0,0.1949409780775716,1
10897,61da8ae6.6u6566hrrthsh45.pages.dev,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1,11,2,1,0,0,1,366,32,49,0,1,1177,0,0,0,1,4,213,246,0.8658536585365854,0.1809685641461342,0.2090059473237043,1
10898,mjaymup1bhk0mtf0aa.filesusr.com,0,0,1,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0,29,1,1,0,0,1,5228,991,208,0,1,42933,0,0,2,10,3,1362,11815,0.1152771900126957,0.0317238487876458,0.2751962359956211,1
10899,bharathi1809.github.io,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,4,0,1,0,0,1,746,73,139,0,1,2155,0,0,8,0,14,0,420,0.0,0.0,0.1948955916473317,1
10900,sandeeppk03.github.io,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,1,1,0,0,1,144,20,38,0,1,187,0,0,2,0,1,1,35,0.0285714285714285,0.0053475935828877,0.1871657754010695,1
10901,huynguyen2k.github.io,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,1,0,0,1,769,52,170,0,1,2465,0,0,10,17,11,1,485,0.002061855670103,0.0004056795131845,0.1967545638945233,1
10902,n-naoko-0319.github.io,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,3,1,0,0,1,718,53,127,0,1,2684,0,0,6,0,8,0,503,0.0,0.0,0.1874068554396423,1
10903,huynguyen2k.github.io,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,1,0,0,1,769,52,170,0,1,2465,0,0,10,17,11,1,485,0.002061855670103,0.0004056795131845,0.1967545638945233,1
10904,sites.google.com,0,0,1,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,1,0,0,1,2200,913,177,0,1,26972,0,0,0,0,0,6274,7035,0.8918265813788202,0.2326115972119234,0.2608260418211479,1
10905,app.moneylinecreditcorporation.com,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,1,313,83,51,0,1,481,0,0,1,1,0,380,145,2.6206896551724137,0.7900207900207901,0.3014553014553014,1
10906,drivingschoolglasgow.co.uk,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,1,8,1,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1
10907,drivingschoolglasgow.co.uk,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,1,8,1,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1
10909,storage.cloud.google.com,0,0,1,2,0,1,1,0,0,0,0,0,0,1,0,0,0,0,7,0,0,0,0,0,1,0,0,1,1869,3161,69,0,1,86289,0,0,1,3,1,69362,29506,2.350776113332881,0.8038336288518815,0.3419439325985931,1
10910,w2.deraya.org,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,3,0,0,3,81,7,1,0,0,1,158,29,28,0,1,296,0,0,1,3,0,2,57,0.0350877192982456,0.0067567567567567,0.1925675675675675,1
10911,alsofft.com,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,22,3,6,0,0,164,0,0,0,0,1,0,28,0.0,0.0,0.1707317073170731,1
10912,vis-stort.github.io,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,1,0,0,1,5626,2079,154,0,1,129078,0,0,2,9,1,128813,29901,4.307983010601652,0.9979469777963712,0.2316506298517175,1
10913,lasyaja.github.io,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,2,1,0,0,1,94,9,27,0,1,126,0,0,0,2,2,0,22,0.0,0.0,0.1746031746031746,1
10914,vodaupdatepayment.com,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,366,31,49,0,1,1177,0,0,0,1,4,213,246,0.8658536585365854,0.1809685641461342,0.2090059473237043,1
10915,faizankhan0408.github.io,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,4,1,1,0,0,1,468,35,164,0,1,1162,0,0,5,22,1,0,226,0.0,0.0,0.1944922547332186,1
10916,docs.google.com,0,0,1,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,10,2,1,0,0,1,1867,3121,69,0,1,86282,0,0,1,3,1,69362,29506,2.350776113332881,0.8038988433276929,0.3419716742773696,1
10917,forms.gle,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,1,0,0,0,1867,3121,69,0,1,86282,0,0,1,3,1,69362,29506,2.350776113332881,0.8038988433276929,0.3419716742773696,1
10918,docs.google.com,0,0,1,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,8,2,1,0,0,1,1867,3121,69,0,1,86282,0,0,1,3,1,69362,29506,2.350776113332881,0.8038988433276929,0.3419716742773696,1
10919,forms.gle,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,0,1,0,0,0,1867,3121,69,0,1,86282,0,0,1,3,1,69362,29506,2.350776113332881,0.8038988433276929,0.3419716742773696,1
10920,mjaymuphbnvhcnkxmzv0aa.filesusr.com,0,0,1,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0,27,1,1,0,0,1,5228,991,208,0,1,42933,0,0,2,10,3,1362,11815,0.1152771900126957,0.0317238487876458,0.2751962359956211,1
10921,docs.google.com,0,0,1,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,7,0,1,0,0,1,3852,675,474,0,1,29741,0,0,1,6,0,18547,7652,2.423810768426556,0.623617228741468,0.2572879190343297,1
10922,poc-rewards-program-c2dfc.web.app,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,3,1,0,0,1,50,14,16,0,1,1290,0,0,0,0,0,2,338,0.0059171597633136,0.0015503875968992,0.262015503875969,1
10923,liusanchuan.github.io,0,0,0,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,1,0,0,1,103,101,21,0,1,3709,0,0,0,0,0,2855,1149,2.484769364664926,0.7697492585602588,0.3097870045834456,1
10924,wahed-koudsi2001.github.io,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,4,1,1,0,0,1,500,33,133,0,1,1290,0,0,14,3,16,0,263,0.0,0.0,0.203875968992248,1
10925,uniswap.pages.dev,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,1,0,0,1,137,124,25,0,1,4083,0,0,0,0,0,2899,1232,2.353084415584416,0.7100171442566741,0.30173891746265,1
10926,nedbankqa.flowblocks.com,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,1,293,13,65,0,1,210,0,0,3,3,4,0,33,0.0,0.0,0.1571428571428571,1
10927,chikkuthomas.github.io,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,1,170,20,39,0,1,140,0,0,0,3,2,1,28,0.0357142857142857,0.0071428571428571,0.2,1
10928,my.forms.app,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,13,0,1,0,0,1,347,179,90,0,1,3800,0,0,0,0,0,386,847,0.4557260920897285,0.101578947368421,0.2228947368421052,1
10929,arafathrumman.github.io,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,3,1,0,0,1,636,57,217,0,1,1766,0,0,1,5,5,568,420,1.3523809523809525,0.3216308040770101,0.2378255945639864,1
10930,arafathrumman.github.io,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,3,1,0,0,1,636,57,217,0,1,1766,0,0,1,5,5,568,420,1.3523809523809525,0.3216308040770101,0.2378255945639864,1
10931,juandfar.github.io,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,1,277,14,21,0,0,1463,0,0,2,5,1,0,433,0.0,0.0,0.2959671907040328,1
10932,metamask-extension.com.hsurge.com,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,1,0,0,1,594,652,123,0,1,194,0,0,0,0,1,79,40,1.975,0.4072164948453608,0.2061855670103092,1
10933,uniswap.ch,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,129,131,26,0,1,4875,0,0,0,0,0,3676,1491,2.465459423205902,0.754051282051282,0.3058461538461538,1
10934,uniswap.ch,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,129,131,26,0,1,4875,0,0,0,0,0,3676,1491,2.465459423205902,0.754051282051282,0.3058461538461538,1
10936,itsmdshahin.github.io,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,1,107,6,28,0,1,190,0,0,1,3,2,0,39,0.0,0.0,0.2052631578947368,1
10937,itsmdshahin.github.io,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,1,107,6,28,0,1,190,0,0,1,3,2,0,39,0.0,0.0,0.2052631578947368,1
10938,itsmdshahin.github.io,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,1,107,6,28,0,1,190,0,0,1,3,2,0,39,0.0,0.0,0.2052631578947368,1
10939,www-degelyehuda-org-il.filesusr.com,0,0,1,2,0,1,0,1,0,0,0,0,0,1,0,0,0,0,3,0,0,0,24,4,1,0,0,1,3336,529,70,0,1,36527,0,0,0,0,0,36395,9510,3.827024185068349,0.9963862348399812,0.2603553535740684,1
10940,sites.google.com,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,3,1,0,0,1,2208,924,181,0,1,26972,0,0,0,0,0,6272,7033,0.8917958197070951,0.2325374462405457,0.2607518908497701,1
10941,docs.google.com,0,0,1,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,7,3,1,0,0,1,4036,677,499,0,1,30400,0,0,1,6,0,19123,7826,2.4435215946843853,0.629046052631579,0.2574342105263157,1
10942,pdf-cloud-document.weeblysite.com,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,1,0,0,1,556,182,47,0,1,19975,0,0,0,0,0,19981,5244,3.810259344012204,1.0003003754693367,0.2625281602002503,1
10943,docs.google.com,0,0,1,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,11,1,1,0,0,1,3970,731,521,0,1,30065,0,0,1,6,0,18763,7632,2.4584643605870022,0.6240811574921005,0.2538499916846832,1
